Wind_Tunnel_Rudder.stp y=0mm c=180.2876mm
  1.00000000    0.00000000
  0.99974827    0.00142514
  0.99899334    0.00271332
  0.99773596    0.00370284
  0.99597741    0.00420458
  0.99371944    0.00461953
  0.99096435    0.00512429
  0.98771489    0.00571752
  0.98397435    0.00639748
  0.97974649    0.00716233
  0.97503556    0.00801009
  0.96984631    0.00893839
  0.96418397    0.00994480
  0.95805423    0.01102673
  0.95146327    0.01218138
  0.94441772    0.01340584
  0.93692469    0.01469704
  0.92899171    0.01605179
  0.92062677    0.01746692
  0.91183829    0.01893897
  0.90263513    0.02046458
  0.89302655    0.02204023
  0.88302222    0.02366239
  0.87263222    0.02532747
  0.86186702    0.02703182
  0.85073744    0.02877179
  0.83925471    0.03054363
  0.82743037    0.03234360
  0.81527633    0.03416801
  0.80280484    0.03601299
  0.79002845    0.03787476
  0.77696003    0.03974946
  0.76361273    0.04163314
  0.75000000    0.04352194
  0.73613554    0.04541182
  0.72203331    0.04729875
  0.70770751    0.04917861
  0.69317256    0.05104729
  0.67844311    0.05290056
  0.66353398    0.05473411
  0.64846019    0.05654355
  0.63323691    0.05832447
  0.61787947    0.06007235
  0.60240333    0.06178258
  0.58682409    0.06345052
  0.57115742    0.06507141
  0.55541910    0.06664043
  0.53962498    0.06815282
  0.52379096    0.06960367
  0.50793298    0.07098800
  0.49206702    0.07230103
  0.47620904    0.07353775
  0.46037502    0.07469328
  0.44458090    0.07576288
  0.42884258    0.07674172
  0.41317591    0.07762509
  0.39759667    0.07840852
  0.38212053    0.07908761
  0.36676309    0.07965814
  0.35153981    0.08011611
  0.33646602    0.08045774
  0.32155689    0.08067933
  0.30682744    0.08077797
  0.29229249    0.08075033
  0.27796669    0.08059406
  0.26386446    0.08030685
  0.25000000    0.07988687
  0.23638727    0.07933242
  0.22303997    0.07864262
  0.20997155    0.07781653
  0.19719516    0.07685409
  0.18472367    0.07575550
  0.17256963    0.07452077
  0.16074529    0.07315153
  0.14926256    0.07164881
  0.13813298    0.07001436
  0.12736778    0.06825072
  0.11697778    0.06635964
  0.10697345    0.06434454
  0.09736487    0.06220807
  0.08816171    0.05995424
  0.07937323    0.05758603
  0.07100829    0.05510799
  0.06307531    0.05252275
  0.05558228    0.04983601
  0.04853673    0.04705121
  0.04194577    0.04417353
  0.03581603    0.04120493
  0.03015369    0.03815179
  0.02496444    0.03501876
  0.02025351    0.03180597
  0.01602565    0.02852174
  0.01228511    0.02516663
  0.00903565    0.02174619
  0.00628056    0.01826219
  0.00402259    0.01472568
  0.00226404    0.01111810
  0.00100666    0.00745733
  0.00025173    0.00374437
  0.00000000    0.00000000
  0.00024672   -0.00370067
  0.00098664   -0.00737891
  0.00221902   -0.01100484
  0.00394265   -0.01457735
  0.00615583   -0.01808999
  0.00885637   -0.02153777
  0.01204162   -0.02493184
  0.01570842   -0.02825847
  0.01985316   -0.03151549
  0.02447174   -0.03469974
  0.02955962   -0.03781232
  0.03511176   -0.04084434
  0.04112269   -0.04379243
  0.04758647   -0.04665389
  0.05449674   -0.04942437
  0.06184666   -0.05209961
  0.06962899   -0.05467586
  0.07783604   -0.05714771
  0.08645971   -0.05951264
  0.09549150   -0.06176658
  0.10492249   -0.06390567
  0.11474338   -0.06592698
  0.12494447   -0.06782686
  0.13551569   -0.06960275
  0.14644661   -0.07125265
  0.15772645   -0.07277371
  0.16934407   -0.07416454
  0.18128801   -0.07542330
  0.19354647   -0.07654955
  0.20610737   -0.07754212
  0.21895831   -0.07840106
  0.23208660   -0.07912652
  0.24547929   -0.07971877
  0.25912316   -0.08017913
  0.27300475   -0.08050856
  0.28711035   -0.08070902
  0.30142605   -0.08078256
  0.31593772   -0.08073152
  0.33063104   -0.08055856
  0.34549150   -0.08026696
  0.36050445   -0.07985976
  0.37565506   -0.07934070
  0.39092838   -0.07871357
  0.40630934   -0.07798237
  0.42178277   -0.07715129
  0.43733338   -0.07622466
  0.45294584   -0.07520699
  0.46860474   -0.07410286
  0.48429462   -0.07291687
  0.50000000   -0.07165374
  0.51570538   -0.07031828
  0.53139526   -0.06891525
  0.54705416   -0.06744939
  0.56266662   -0.06592542
  0.57821723   -0.06434811
  0.59369066   -0.06272212
  0.60907162   -0.06105209
  0.62434494   -0.05934256
  0.63949555   -0.05759804
  0.65450850   -0.05582297
  0.66936896   -0.05402164
  0.68406228   -0.05219841
  0.69857395   -0.05035744
  0.71288965   -0.04850293
  0.72699525   -0.04663890
  0.74087684   -0.04476937
  0.75452071   -0.04289830
  0.76791340   -0.04102964
  0.78104169   -0.03916714
  0.79389263   -0.03731469
  0.80645353   -0.03547605
  0.81871199   -0.03365494
  0.83065593   -0.03185505
  0.84227355   -0.03008006
  0.85355339   -0.02833365
  0.86448431   -0.02661940
  0.87505553   -0.02494090
  0.88525662   -0.02330172
  0.89507751   -0.02170539
  0.90450850   -0.02015533
  0.91354029   -0.01865503
  0.92216396   -0.01720788
  0.93037101   -0.01581714
  0.93815334   -0.01448609
  0.94550326   -0.01321783
  0.95241353   -0.01201548
  0.95887731   -0.01088192
  0.96488824   -0.00982002
  0.97044038   -0.00883239
  0.97552826   -0.00792162
  0.98014684   -0.00709010
  0.98429158   -0.00633990
  0.98795838   -0.00567312
  0.99114363   -0.00509150
  0.99384417   -0.00459665
  0.99605735   -0.00418987
  0.99778098   -0.00367944
  0.99901336   -0.00268987
  0.99975328   -0.00141133
  1.00000000    0.00000000
