# Rudder cross-sectional airfoil coordinates
# source        : Wind_Tunnel_Rudder.stp
# frame         : origin at the root leading edge; +X LE->TE, +Y root->tip, +Z thickness
# n_sections    : 200
# n_points      : 200 per section
# section order : TOP to BOTTOM, y = 200.000000 down to y = 0.000000 mm, evenly spaced
# point order   : Selig, TE -> upper -> LE -> lower -> TE
# columns       : x_mm y_mm in that section's own airfoil frame, x = 0 at its LE
#                 and growing aft, y = thickness with the +Z side positive
# 3D recovery   : X = x_le + x_mm,  Y = y_section,  Z = y_mm
# load          : np.loadtxt(path).reshape(200, 200, 2)
# top station   : y = 200.000000 mm, the top of the leading edge (top of the b-rep leading-edge curve)
#                 the tip surface is inclined, so horizontal cuts above this station
#                 cut through the tip blend instead of a complete airfoil and are
#                 not included here
#
# SECTION 1 / 200   y = 200.000000   chord = 137.896469   x_le = 14.000000   x_te = 151.896469
#               x_mm               y_mm
        29.759444271       11.074193946
        27.948635908       10.935982947
        26.181041111       10.778448601
        24.458439698       10.601716642
        22.782566182       10.405896338
        21.155108026       10.191199424
        19.577703942        9.957876390
        18.051942243        9.706216802
        16.579359240        9.436608903
        15.161437702        9.149377233
        13.799605353        8.844973954
        12.495233445        8.524010390
        11.249635369        8.186856893
        10.064065336        7.834050578
         8.939717115        7.466216384
         7.877722830        7.083934781
         6.879151818        6.687812010
         5.945009557        6.278597385
         5.076236647        5.856396994
         4.273707871        5.422278441
         3.538231305        4.976916936
         2.870547514        4.520086301
         2.271328797        4.053190251
         1.741178518        3.576327676
         1.280630492        3.090315991
         0.890148453        2.594978348
         0.570125583        2.092287071
         0.320884117        1.580053941
         0.142675021        1.059866954
         0.035677736        0.532330690
         0.000000000       -0.000000240
         0.034967808       -0.526049856
         0.139836722       -1.048681796
         0.314503251       -1.563911137
         0.558795018       -2.071622450
         0.872470938       -2.570430857
         1.255221450       -3.060608135
         1.706668826       -3.542861263
         2.226367541       -4.015807701
         2.813804716       -4.478690870
         3.468400621       -4.931455794
         4.189509250       -5.373901471
         4.976418954       -5.805048996
         5.828353149       -6.224283885
         6.744471079       -6.631329030
         7.723868646       -7.025387373
         8.765579303       -7.406007399
         9.868575007       -7.772605508
        11.031767235       -8.124435949
        12.254008056       -8.461124729
        13.534091266       -8.782134600
        14.870753578       -9.086826748
        16.262675867       -9.374878581
        17.708484475       -9.645770718
        19.206752562       -9.899133093
        20.756001518      -10.134612308
        22.354702423      -10.351905306
        24.001277551      -10.550723522
        25.694101931      -10.730888442
        27.431504951      -10.892275521
        29.211772003      -11.034756561
        31.033146179      -11.158297208
        32.893830001      -11.262909444
        34.791987200      -11.348686592
        36.725744525      -11.415768353
        38.693193589      -11.464334416
        40.692392758      -11.494606935
        42.721369064      -11.506876282
        44.778120152      -11.501491753
        46.860616258      -11.478853843
        48.966802208      -11.439358092
        51.094599453      -11.383503800
        53.241908112      -11.311770305
        55.406609051      -11.224699214
        57.586565973      -11.122864024
        59.779627522      -11.006855174
        61.983629411      -10.877286934
        64.196396558      -10.734784492
        66.415745227      -10.579996683
        68.639485190      -10.413589620
        70.865421884      -10.236231385
        73.091358578      -10.048590158
        75.315098541       -9.851333363
        77.534447210       -9.645148824
        79.747214357       -9.430708372
        81.951216246       -9.208679741
        84.144277795       -8.979724367
        86.324234717       -8.744496580
        88.488935656       -8.503648899
        90.636244315       -8.257814650
        92.764041560       -8.007626658
        94.870227510       -7.753707311
        96.952723616       -7.496660683
        99.009474704       -7.237086549
       101.038451010       -6.975569539
       103.037650179       -6.712693967
       105.005099243       -6.449028514
       106.938856568       -6.185137235
       108.837013767       -5.921563317
       110.697697590       -5.658868013
       112.519071765       -5.397583761
       114.299338817       -5.138242559
       116.036741837       -4.881377110
       117.729566217       -4.627517739
       119.376141345       -4.377177595
       120.974842250       -4.130870864
       122.524091206       -3.889109666
       124.022359293       -3.652408465
       125.468167901       -3.421261884
       126.860090190       -3.196165138
       128.196752502       -2.977618829
       129.476835712       -2.766093215
       130.699076533       -2.562074256
       131.862268761       -2.366017105
       132.965264465       -2.178388393
       134.006975122       -1.999626676
       134.986372689       -1.830162653
       135.902490619       -1.670407277
       136.754424814       -1.520750924
       137.541334519       -1.381582448
       138.262443147       -1.253245184
       138.917039052       -1.136072194
       139.504476227       -1.030379337
       140.024174943       -0.936432715
       140.475622318       -0.854486983
       140.858372830       -0.784769183
       141.172048750       -0.725217490
       141.416340517       -0.610608210
       141.591007046       -0.436119780
       141.695875960       -0.226337343
       141.730843768        0.000000000
#
# SECTION 20 / 200   y = 180.904523   chord = 141.943865   x_le = 12.663317   x_te = 154.607181
#               x_mm               y_mm
       141.943864593        0.000000000
       141.908133234        0.228735663
       141.800975132        0.440359496
       141.622498189        0.615445234
       141.372882114        0.728321527
       141.052378251        0.788240721
       140.661309319        0.859464874
       140.200069092        0.943166404
       139.669121999        1.039117139
       139.069002659        1.147053380
       138.400315342        1.266688280
       137.663733359        1.397699615
       136.859998385        1.539747929
       135.989919714        1.692455117
       135.054373441        1.855441084
       134.054301582        2.028282467
       132.990711124        2.210561811
       131.864673013        2.401829691
       130.677321073        2.601626941
       129.429850868        2.809481193
       128.123518495        3.024906492
       126.759639318        3.247420232
       125.339586650        3.476508147
       123.864790362        3.711671143
       122.336735450        3.952389329
       120.756960535        4.198151453
       119.127056316        4.448428163
       117.448663970        4.702691691
       115.723473495        4.960409340
       113.953222011        5.221043934
       112.139692011        5.484047144
       110.284709567        5.748872316
       108.390142489        6.014973028
       106.457898445        6.281781297
       104.489923041        6.548736107
       102.488197862        6.815260398
       100.454738475        7.080772978
        98.391592401        7.344683441
        96.300837053        7.606382189
        94.184577646        7.865267863
        92.044945072        8.120717235
        89.884093761        8.372094958
        87.704199506        8.618756887
        85.507457277        8.860049849
        83.296079006        9.095311996
        81.072291363        9.323872813
        78.838333516        9.545054278
        76.596454869        9.758155811
        74.348912805        9.962494401
        72.097970408       10.157380605
        69.845894186       10.342092621
        67.594951788       10.515959521
        65.347409724       10.678280975
        63.105531077       10.828361787
        60.871573230       10.965543744
        58.647785588       11.089163939
        56.436407317       11.198573888
        54.239665087       11.293148163
        52.059770833       11.372300504
        49.898919521       11.435452086
        47.759286948       11.482072206
        45.643027540       11.511678837
        43.552272193       11.523791788
        41.489126119       11.518024590
        39.455666732       11.493974266
        37.453941552       11.451346534
        35.485966148       11.389864362
        33.553722104       11.309313731
        31.659155026       11.209574166
        29.804172582       11.090520386
        27.990642583       10.952114340
        26.220391099       10.794356089
        24.495200623       10.617370689
        22.816808277       10.421268420
        21.186904059       10.206260880
        19.607129144        9.972598912
        18.079074231        9.720573024
        16.604277943        9.450571533
        15.184225275        9.162919445
        13.820346099        8.858069572
        12.514013725        8.536634796
        11.266543520        8.198984674
        10.079191581        7.845659285
         8.953153470        7.477282261
         7.889563012        7.094436548
         6.889491153        6.697728452
         5.953944879        6.287908329
         5.083866208        5.865083621
         4.280131235        5.430322394
         3.543549251        4.984300749
         2.874861934        4.526793908
         2.274742595        4.059206093
         1.743795502        3.581636215
         1.282555274        3.094902709
         0.891486342        2.598831489
         0.570982479        2.095395200
         0.321366405        1.582398426
         0.142889461        1.061439044
         0.035731360        0.533118952
         0.000000000       -0.000000238
         0.035020364       -0.526828958
         0.140046896       -1.050237546
         0.314975948       -1.566232036
         0.559634884       -2.074696782
         0.873782258       -2.574248098
         1.257108042       -3.065151387
         1.709233941       -3.548120815
         2.229713761       -4.021768806
         2.818033852       -4.485337847
         3.473613612       -4.938773017
         4.195806063       -5.381874566
         4.983898489       -5.813660426
         5.837113138       -6.233515315
         6.754607989       -6.641161780
         7.735477586       -7.035802582
         8.778753929       -7.416984444
         9.883407431       -7.784123749
        11.048347932       -8.136472007
        12.272425775       -8.473656244
        13.554432945       -8.795137645
        14.893104254       -9.100277077
        16.287118597       -9.388750806
        17.735100248       -9.660038705
        19.235620225       -9.913770176
        20.787197696      -10.149591805
        22.388301441      -10.367199565
        24.037351364      -10.566304484
        25.732720052      -10.746727804
        27.472734381      -10.908345232
        29.255677166      -11.051027557
        31.079788859      -11.174741217
        32.943269281      -11.279498195
        34.844279402      -11.365391225
        36.780943155      -11.432560982
        38.751349286      -11.481187079
        40.753553242      -11.511492036
        42.785579091      -11.523766692
        44.845421467      -11.518360895
        46.931047555      -11.495675770
        49.040399093      -11.456107770
        51.171394408      -11.400156663
        53.321930462      -11.328302264
        55.489884937      -11.241087570
        57.673118324      -11.139086681
        59.869476035      -11.022890946
        62.076790530      -10.893115576
        64.292883455      -10.750386948
        66.515567796      -10.595354416
        68.742650030      -10.428685343
        70.971932297      -10.251048825
        73.201214563      -10.063114266
        75.428296798       -9.865549671
        77.650981138       -9.659044115
        79.867074064       -9.444270438
        82.074388558       -9.221897379
        84.270746269       -8.992587549
        86.453979656       -8.756995880
        88.621934131       -8.515775876
        90.772470186       -8.269562168
        92.903465500       -8.018988342
        95.012817039       -7.764677712
        97.098443127       -7.507235077
        99.158285503       -7.247261453
       101.190311351       -6.985341993
       103.192515308       -6.722062053
       105.162921439       -6.457991162
       107.099585192       -6.193694215
       109.000595313       -5.929715039
       110.864075735       -5.666615897
       112.688187427       -5.404930026
       114.471130213       -5.145190224
       116.211144542       -4.887929999
       117.906513230       -4.633680296
       119.555563153       -4.382955406
       121.156666898       -4.136269741
       122.708244369       -3.894136764
       124.208764346       -3.657071345
       125.656745997       -3.425569060
       127.050760339       -3.200125887
       128.389431648       -2.981243207
       129.671438818       -2.769391796
       130.895516662       -2.565058361
       132.060457162       -2.368699195
       133.165110664       -2.180781225
       134.208387007       -2.001743915
       135.189256605       -1.832018408
       136.106751456       -1.672016534
       136.959966104       -1.522129285
       137.748058530       -1.382746132
       138.470250982       -1.254210711
       139.125830742       -1.136856604
       139.714150832       -1.031000666
       140.234630652       -0.936908673
       140.686756551       -0.854836437
       141.070082336       -0.785010858
       141.384229709       -0.725438243
       141.628888646       -0.610944895
       141.803817697       -0.436413933
       141.908844229       -0.226503200
       141.943864593        0.000000000
#
# SECTION 21 / 200   y = 179.899497   chord = 142.156885   x_le = 12.592965   x_te = 154.749850
#               x_mm               y_mm
       142.156885419        0.000000000
       142.121100436        0.228902909
       142.013781518        0.440655217
       141.835036727        0.615780915
       141.585046044        0.728531722
       141.264061187        0.788487421
       140.872405363        0.859821523
       140.410472934        0.943652081
       139.878729027        1.039750816
       139.277709065        1.147853608
       138.608018222        1.267672911
       137.870330820        1.398886236
       137.065389650        1.541153589
       136.194005217        1.694096030
       135.257054932        1.857333103
       134.255482225        2.030440550
       133.190295594        2.213000492
       132.062567593        2.404562796
       130.873433747        2.604667361
       129.624091414        2.812841303
       128.315798575        3.028597905
       126.949872571        3.251453609
       125.527688773        3.480893761
       124.050679199        3.716417895
       122.520331074        3.957505918
       120.938185327        4.203645403
       119.305835047        4.454306386
       117.624923870        4.708960289
       115.897144332        4.967073430
       114.124236161        5.228107999
       112.307984525        5.491514843
       110.450218235        5.756746483
       108.552807904        6.023255677
       106.617664064        6.290473421
       104.646735241        6.557838035
       102.642005993        6.824771597
       100.605494912        7.090692052
        98.539252592        7.355007943
        96.445359565        7.617109112
        94.325924202        7.876392958
        92.183080596        8.132235503
        90.018986409        8.384000455
        87.835820700        8.631042713
        85.635781732        8.872708129
        83.421084757        9.108333857
        81.193959788        9.337248437
        78.956649351        9.558772743
        76.711406228        9.772205054
        74.460491187        9.976861624
        72.206170711       10.172051636
        69.950714708       10.357052598
        67.696394232       10.531192365
        65.445479191       10.693769318
        63.200236068       10.844087660
        60.962925631       10.981487952
        58.735800662       11.105306276
        56.521103687       11.214892898
        54.321064719       11.309621943
        52.137899010       11.388905995
        49.973804822       11.452165621
        47.830961217       11.498868736
        45.711525854       11.528532836
        43.617632827       11.540677295
        41.551390507       11.534914741
        39.514879426       11.510841229
        37.510150178       11.468162662
        35.539221355       11.406601595
        33.604077515       11.325942955
        31.706667184       11.226066785
        29.848900894       11.106846832
        28.032649258       10.968245739
        26.259741087       10.810263584
        24.531961549       10.633024742
        22.851050372       10.436640507
        21.218700091       10.221322342
        19.636554345        9.987321439
        18.106206220        9.734929251
        16.629196646        9.464534168
        15.207012848        9.176461662
        13.841086844        8.871165194
        12.532794005        8.549259206
        11.283451672        8.211112460
        10.094317826        7.857267996
         8.966589825        7.488348143
         7.901403194        7.104938320
         6.899830487        6.707644899
         5.962880202        6.297219277
         5.091495769        5.873770252
         4.286554598        5.438366352
         3.548867197        4.991684566
         2.879176354        4.533501519
         2.278156392        4.065221939
         1.746412485        3.586944758
         1.284480056        3.099489430
         0.892824232        2.602684634
         0.571839375        2.098503333
         0.321848692        1.584742914
         0.143103901        1.063011137
         0.035784983        0.533907216
         0.000000000       -0.000000236
         0.035072921       -0.527608061
         0.140257070       -1.051793297
         0.315448645       -1.568552938
         0.560474751       -2.077771117
         0.875093578       -2.578065342
         1.258994634       -3.069694643
         1.711799057       -3.553380371
         2.233059982       -4.027729915
         2.822262988       -4.491984829
         3.478826603       -4.946090245
         4.202102877       -5.389847666
         4.991378025       -5.822271860
         5.845873126       -6.242746749
         6.764744899       -6.650994535
         7.747086526       -7.046217797
         8.791928556       -7.427961494
         9.898239855       -7.795641994
        11.064928629       -8.148508070
        12.290843495       -8.486187764
        13.574774624       -8.808140696
        14.915454931       -9.113727412
        16.311561326       -9.402623037
        17.761716021       -9.674306698
        19.264487888       -9.928407265
        20.818393873      -10.164571308
        22.421900459      -10.382493829
        24.073425177      -10.581885451
        25.771338172      -10.762567171
        27.513963810      -10.924414950
        29.299582329      -11.067298560
        31.126431539      -11.191185231
        32.992708560      -11.296086953
        34.896571603      -11.382095864
        36.836141785      -11.449353617
        38.809504983      -11.498039749
        40.814713727      -11.528377144
        42.849789118      -11.540657109
        44.912722782      -11.535230043
        47.001478852      -11.512497703
        49.113995979      -11.472857454
        51.248189362      -11.416809533
        53.401952812      -11.344834229
        55.573160823      -11.257475932
        57.759670676      -11.155309345
        59.959324548      -11.038926724
        62.169951648      -10.908944225
        64.389370353      -10.765989412
        66.615390364      -10.610712155
        68.845814870      -10.443781073
        71.078442709      -10.265866274
        73.311070549      -10.077638381
        75.541495055       -9.879765985
        77.767515066       -9.672939413
        79.986933771       -9.457832512
        82.197560871       -9.235115025
        84.397214743       -9.005450739
        86.583724596       -8.769495188
        88.754932607       -8.527902860
        90.908696057       -8.281309693
        93.042889440       -8.030350033
        95.155406567       -7.775648120
        97.244162637       -7.517809480
        99.307096301       -7.257436364
       101.342171692       -6.995114455
       103.347380436       -6.731430147
       105.320743634       -6.466953818
       107.260313816       -6.202251203
       109.164176859       -5.937866769
       111.030453880       -5.674363790
       112.857303090       -5.412276301
       114.642921609       -5.152137899
       116.385547246       -4.894482897
       118.083460242       -4.639842862
       119.734984960       -4.388733226
       121.338491545       -4.141668629
       122.892397531       -3.899163873
       124.395169398       -3.661734237
       125.845324093       -3.429876247
       127.241430488       -3.204086649
       128.582110795       -2.984867597
       129.866041924       -2.772690389
       131.091956790       -2.568042480
       132.258645563       -2.371381298
       133.364956863       -2.183174072
       134.409798893       -2.003861168
       135.392140520       -1.833874179
       136.311012292       -1.673625806
       137.165507394       -1.523507661
       137.954782542       -1.383909832
       138.678058816       -1.255176259
       139.334622431       -1.137641024
       139.923825437       -1.031622014
       140.445086362       -0.937384651
       140.897890785       -0.855185904
       141.281791841       -0.785252545
       141.596410668       -0.725658216
       141.841436774       -0.611281277
       142.016628349       -0.436707194
       142.121812498       -0.226668954
       142.156885419        0.000000000
#
# SECTION 22 / 200   y = 178.894472   chord = 142.369906   x_le = 12.522613   x_te = 154.892519
#               x_mm               y_mm
       142.369906244        0.000000000
       142.334067637        0.229070035
       142.226587903        0.440950077
       142.047575265        0.616115958
       141.797209973        0.728740786
       141.475744124        0.788734134
       141.083501406        0.860178185
       140.620876776        0.944137780
       140.088336056        1.040384511
       139.486415470        1.148653846
       138.815721101        1.268657564
       138.076928282        1.400072875
       137.270780914        1.542559258
       136.398090719        1.695736944
       135.459736423        1.859225116
       134.456662868        2.032598613
       133.389880065        2.215439153
       132.260462173        2.407295892
       131.069546421        2.607707789
       129.818331959        2.816201436
       128.508078655        3.032289354
       127.140105823        3.255487027
       125.715790895        3.485279409
       124.236568036        3.721164670
       122.703926698        3.962622513
       121.119410120        4.209139346
       119.484613777        4.460184592
       117.801183770        4.715228874
       116.070815170        4.973737517
       114.295250311        5.235172074
       112.476277038        5.498982552
       110.615726902        5.764620659
       108.715473319        6.031538334
       106.777429683        6.299165554
       104.803547441        6.566939971
       102.795814124        6.834282805
       100.756251349        7.100611134
        98.686912784        7.365332453
        96.589882076        7.627836042
        94.467270759        7.887518061
        92.321216121        8.143753779
        90.153879058        8.395905960
        87.967441895        8.643328545
        85.764106187        8.885366416
        83.546090509        9.121355739
        81.315628213        9.350624057
        79.074965186        9.572491229
        76.826357586        9.786254286
        74.572069570        9.991228854
        72.314371014       10.186722673
        70.055535230       10.372012583
        67.797836675       10.546425217
        65.543548658       10.709257669
        63.294941058       10.859813540
        61.054278031       10.997432167
        58.823815735       11.121448620
        56.605800057       11.231211916
        54.402464350       11.326095730
        52.216027186       11.405511492
        50.048690123       11.468879162
        47.902635486       11.515665272
        45.780024168       11.545386842
        43.682993461       11.557562808
        41.613654895       11.551804898
        39.574092121       11.527708198
        37.566358804       11.484978796
        35.592476561       11.423338833
        33.654432925       11.342572186
        31.754179342       11.242559410
        29.893629206       11.123173284
        28.074655933       10.984377144
        26.299091075       10.826171084
        24.568722475       10.648678800
        22.885292468       10.452012600
        21.250496124       10.236383810
        19.665979547       10.002043972
        18.133338208        9.749285483
        16.654115349        9.478496808
        15.229800421        9.190003884
        13.861827589        8.884260822
        12.551574285        8.561883622
        11.300359824        8.223240251
        10.109444071        7.868876712
         8.980026180        7.499414030
         7.913243376        7.115440097
         6.910169821        6.717561351
         5.971815525        6.306530230
         5.099125330        5.882456888
         4.292977962        5.446410315
         3.554185143        4.999068387
         2.883490774        4.540209135
         2.281570189        4.071237790
         1.749029469        3.592253306
         1.286404838        3.104076157
         0.894162121        2.606537783
         0.572696271        2.101611469
         0.322330979        1.587087405
         0.143318341        1.064583232
         0.035838607        0.534695482
         0.000000000       -0.000000235
         0.035125477       -0.528387166
         0.140467244       -1.053349050
         0.315921342       -1.570873843
         0.561314617       -2.080845455
         0.876404898       -2.581882591
         1.260881227       -3.074237903
         1.714364172       -3.558639932
         2.236406202       -4.033691029
         2.826492124       -4.498631816
         3.484039593       -4.953407477
         4.208399691       -5.397820770
         4.998857560       -5.830883299
         5.854633115       -6.251978189
         6.774881809       -6.660827294
         7.758695466       -7.056633016
         8.805103183       -7.438938549
         9.913072280       -7.807160243
        11.081509326       -8.160544137
        12.309261214       -8.498719289
        13.595116303       -8.821143751
        14.937805607       -9.127177751
        16.336004055       -9.416495272
        17.788331794       -9.688574696
        19.293355552       -9.943044359
        20.849590051      -10.179550816
        22.455499477      -10.397788099
        24.109498990      -10.597466425
        25.809956293      -10.778406544
        27.555193240      -10.940484673
        29.343487492      -11.083569568
        31.173074219      -11.207629251
        33.042147840      -11.312675716
        34.948863805      -11.398800509
        36.891340415      -11.466146258
        38.867660680      -11.514892425
        40.875874212      -11.545262259
        42.913999145      -11.557547532
        44.980024096      -11.552099198
        47.071910149      -11.529319644
        49.187592864      -11.489607145
        51.324984317      -11.433462410
        53.481975162      -11.361366202
        55.656436709      -11.273864302
        57.846223027      -11.171532016
        60.049173062      -11.054962510
        62.263112766      -10.924772881
        64.485857250      -10.781591883
        66.715212933      -10.626069902
        68.948979710      -10.458876810
        71.184953122      -10.280683729
        73.420926535      -10.092162503
        75.654693311       -9.893982307
        77.884048994       -9.686834718
        80.106793478       -9.471394593
        82.320733183       -9.248332678
        84.523683217       -9.018313827
        86.713469535       -8.781994503
        88.887931082       -8.540029852
        91.044921927       -8.293057226
        93.182313381       -8.041711733
        95.297996096       -7.786618536
        97.389882148       -7.528383890
        99.455907100       -7.267611284
       101.494032033       -7.004886924
       103.502245564       -6.740798250
       105.478565830       -6.475916483
       107.421042440       -6.210808201
       109.327758404       -5.946018508
       111.196832025       -5.682111692
       113.026418752       -5.419622584
       114.814713005       -5.159085583
       116.559949951       -4.901035806
       118.260407254       -4.646005438
       119.914406768       -4.394511058
       121.520316193       -4.147067528
       123.076550693       -3.904190993
       124.581574450       -3.666397140
       126.033902189       -3.434183447
       127.432100637       -3.208047422
       128.774789942       -2.988492000
       130.060645030       -2.775988996
       131.288396919       -2.571026612
       132.456833965       -2.374063415
       133.564803062       -2.185566932
       134.611210778       -2.005978435
       135.595024436       -1.835729966
       136.515273129       -1.675235091
       137.371048684       -1.524886052
       138.161506554       -1.385073551
       138.885866651       -1.256141815
       139.543414121       -1.138425465
       140.133500042       -1.032243204
       140.655542072       -0.937860643
       141.109025018       -0.855535393
       141.493501347       -0.785494253
       141.808591627       -0.725877109
       142.053984903       -0.611617026
       142.229439000       -0.437000458
       142.334780767       -0.226834800
       142.369906244        0.000000000
#
# SECTION 23 / 200   y = 177.889447   chord = 142.582927   x_le = 12.452261   x_te = 155.035188
#               x_mm               y_mm
       142.582927070        0.000000000
       142.547034839        0.229237162
       142.439394289        0.441244940
       142.260113803        0.616450398
       142.009373902        0.728948579
       141.687427060        0.788980869
       141.294597450        0.860534868
       140.831280617        0.944623490
       140.297943084        1.041018220
       139.695121875        1.149454107
       139.023423981        1.269642226
       138.283525744        1.401259528
       137.476172178        1.543964948
       136.602176222        1.697377886
       135.662417914        1.861117164
       134.657843511        2.034756724
       133.589464535        2.217877861
       132.458356753        2.410029024
       131.265659094        2.610748236
       130.012572504        2.819561571
       128.700358735        3.035980792
       127.330339075        3.259520428
       125.903893018        3.489665045
       124.422456873        3.725911445
       122.887522321        3.967739124
       121.300634912        4.214633318
       119.663392507        4.466062835
       117.977443669        4.721497492
       116.244486007        4.980401625
       114.466264462        5.242236159
       112.644569552        5.506450270
       110.781235569        5.772494844
       108.878138734        6.039821000
       106.937195302        6.307857695
       104.960359641        6.576041916
       102.949622255        6.843794021
       100.907007786        7.110530223
        98.834572975        7.375656971
        96.734404588        7.638562979
        94.608617315        7.898643172
        92.459351645        8.155272062
        90.288771707        8.407811472
        88.099063089        8.655614386
        85.892430643        8.898024710
        83.671096261        9.134377629
        81.437296638        9.363999684
        79.193281021        9.586209722
        76.941308944        9.800303525
        74.683647952       10.005596092
        72.422571317       10.201393718
        70.160355753       10.386972574
        67.899279118       10.561658076
        65.641618125       10.724746026
        63.389646048       10.875539426
        61.145630432       11.013376388
        58.911830809       11.137590971
        56.690496427       11.247530940
        54.483863981       11.342569524
        52.294155363       11.422116997
        50.123575424       11.485592711
        47.974309755       11.532461815
        45.848522482       11.562240854
        43.748354095       11.574448329
        41.675919284       11.568695062
        39.633304815       11.544575174
        37.622567429       11.501794937
        35.645731767       11.440076078
        33.704788336       11.359201423
        31.801691501       11.259052041
        29.938357518       11.139499742
        28.116662608       11.000508554
        26.338441063       10.842078589
        24.605483400       10.664332864
        22.919534563       10.467384698
        21.282292157       10.251445283
        19.695404748       10.016766510
        18.160470197        9.763641721
        16.679034052        9.492459453
        15.252587995        9.203546111
        13.882568334        8.897356454
        12.570354565        8.574508042
        11.317267975        8.235368047
        10.124570317        7.880485433
         8.993462535        7.510479922
         7.925083559        7.125941879
         6.920509156        6.727477807
         5.980750848        6.315841188
         5.106754891        5.891143529
         4.299401326        5.454454282
         3.559503089        5.006452214
         2.887805194        4.546916756
         2.284983986        4.077253645
         1.751646452        3.597561859
         1.288329620        3.108662887
         0.895500010        2.610390936
         0.573553168        2.104719609
         0.322813267        1.589431899
         0.143532781        1.066155329
         0.035892230        0.535483748
         0.000000000       -0.000000233
         0.035178034       -0.529166271
         0.140677418       -1.054904806
         0.316394039       -1.573194752
         0.562154484       -2.083919798
         0.877716218       -2.585699843
         1.262767819       -3.078781167
         1.716929288       -3.563899497
         2.239752423       -4.039652147
         2.830721260       -4.505278807
         3.489252584       -4.960724714
         4.214696504       -5.405793879
         5.006337096       -5.839494743
         5.863393104       -6.261209633
         6.785018719       -6.670660058
         7.770304406       -7.067048240
         8.818277809       -7.449915608
         9.927904704       -7.818678498
        11.098090022       -8.172580210
        12.327678934       -8.511250819
        13.615457981       -8.834146812
        14.960156283       -9.140628095
        16.360446784       -9.430367513
        17.814947567       -9.702842699
        19.322223215       -9.957681459
        20.880786229      -10.194530329
        22.489098495      -10.413082374
        24.145572803      -10.613047403
        25.848574413      -10.794245923
        27.596422669      -10.956554403
        29.387392655      -11.099840582
        31.219716899      -11.224073278
        33.091587120      -11.329264486
        35.001156006      -11.415505161
        36.946539045      -11.482938906
        38.925816378      -11.531745107
        40.937034696      -11.562147380
        42.978209172      -11.574437962
        45.047325411      -11.568968360
        47.142341446      -11.546141591
        49.261189749      -11.506356843
        51.401779272      -11.450115294
        53.561997513      -11.377898182
        55.739712595      -11.290252679
        57.932775379      -11.187754695
        60.139021575      -11.070998303
        62.356273885      -10.940601544
        64.582344148      -10.797194361
        66.815035502      -10.641427656
        69.052144549      -10.473972554
        71.291463535      -10.295501191
        73.530782520      -10.106686632
        75.767891568       -9.908198636
        78.000582922       -9.700730030
        80.226653185       -9.484956682
        82.443905495       -9.261550338
        84.650151691       -9.031176846
        86.843214474       -8.794493826
        89.020929557       -8.552156851
        91.181147798       -8.304804767
        93.321737321       -8.053073439
        95.440585624       -7.797588959
        97.535601659       -7.538958308
        99.604717898       -7.277786211
       101.645892373       -7.014659402
       103.657110692       -6.750166360
       105.636388025       -6.484879155
       107.581771064       -6.219365206
       109.491339950       -5.954170256
       111.363210171       -5.689859602
       113.195534415       -5.426968877
       114.986504401       -5.166033277
       116.734352656       -4.907588724
       118.437354267       -4.652168025
       120.093828575       -4.400288899
       121.702140841       -4.152466437
       123.260703855       -3.909218124
       124.767979503       -3.671060055
       126.222480285       -3.438490658
       127.622770787       -3.212008208
       128.967469088       -2.992116416
       130.255248136       -2.779287615
       131.484837047       -2.574010756
       132.655022366       -2.376745546
       133.764649261       -2.187959807
       134.812622663       -2.008095716
       135.797908351       -1.837585766
       136.719533966       -1.676844393
       137.576589974       -1.526264459
       138.368230565       -1.386237282
       139.093674486       -1.257107390
       139.752205810       -1.139209922
       140.343174647       -1.032864332
       140.865997782       -0.938336651
       141.320159251       -0.855884898
       141.705210852       -0.785735978
       142.020772586       -0.726094744
       142.266533031       -0.611952175
       142.442249651       -0.437293725
       142.547749036       -0.227000584
       142.582927070        0.000000000
#
# SECTION 24 / 200   y = 176.884422   chord = 142.795948   x_le = 12.381910   x_te = 155.177857
#               x_mm               y_mm
       142.795947895        0.000000000
       142.760002041        0.229404204
       142.652200674        0.441539807
       142.472652341        0.616784468
       142.221537831        0.729155545
       141.899109996        0.789227620
       141.505693493        0.860891567
       141.041684459        0.945109216
       140.507550112        1.041651945
       139.903828281        1.150254383
       139.231126860        1.270626905
       138.490123205        1.402446195
       137.681563443        1.545370653
       136.806261724        1.699018842
       135.865099405        1.863009227
       134.859024154        2.036914849
       133.789049006        2.220316584
       132.656251333        2.412762170
       131.461771768        2.613788696
       130.206813050        2.822921719
       128.892638816        3.039672242
       127.520572327        3.263553841
       126.091995140        3.494050693
       124.608345710        3.730658231
       123.071117945        3.972855745
       121.481859705        4.220127301
       119.842171237        4.471941088
       118.153703569        4.727766120
       116.418156845        4.987065743
       114.637278612        5.249300253
       112.812862065        5.513917996
       110.946744237        5.780369038
       109.040804149        6.048103675
       107.096960921        6.316549845
       105.117171840        6.585143869
       103.103430385        6.853305245
       101.057764223        7.120449321
        98.982233167        7.385981497
        96.878927099        7.649289925
        94.749963872        7.909768290
        92.597487170        8.166790353
        90.423664355        8.419716992
        88.230684283        8.667900233
        86.020755098        8.910683012
        83.796102013        9.147399526
        81.558965063        9.377375318
        79.311596857        9.599928222
        77.056260303        9.814352772
